"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E";"sss"
"10.02.2010 01:00";"-8.6";"755.5";"772.4";"";"59";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-15.1";"";"";"";"";"";""
"09.02.2010 22:00";"-7.4";"755.0";"771.8";"";"63";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-6.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-13.3";"0.8";"12";"";"";"";""
"09.02.2010 19:00";"-6.5";"754.6";"771.4";"";"73";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-10.6";"0.8";"12";"";"";"";""
"09.02.2010 16:00";"-8.4";"754.6";"771.5";"";"92";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-9.4";"";"";"";"";"";""
"09.02.2010 13:00";"-9.3";"754.3";"771.2";"";"91";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-10.5";"";"";"";"";"";""
"09.02.2010 10:00";"-11.4";"754.0";"771.1";"";"90";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-13.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"60%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-12.7";"";"";"";"";"";""
"09.02.2010 07:00";"-13.1";"754.0";"771.3";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-15.1";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"26.0"
"09.02.2010 04:00";"-12.2";"754.4";"771.6";"";"80";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-14.9";"";"";"";"";"";""
"09.02.2010 01:00";"-12.7";"755.1";"772.4";"";"70";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-17.0";"";"";"";"";"";""
"08.02.2010 22:00";"-13.3";"755.8";"773.2";"";"70";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"-8.7";"";"";"";"";"";"10.0";"-17.6";"";"";"";"";"";""
"08.02.2010 19:00";"-11.1";"756.1";"773.2";"";"75";"Ветер, дующий с юго-юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-14.7";"";"";"";"";"";""
"08.02.2010 16:00";"-8.7";"756.5";"773.6";"";"77";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-12.0";"";"";"";"";"";""
"08.02.2010 13:00";"-13.1";"757.7";"775.0";"";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"60%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.8";"";"";"";"";"";""
"08.02.2010 10:00";"-17.1";"757.5";"775.0";"";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"-16.5";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-18.3";"";"";"";"";"";""
"08.02.2010 07:00";"-16.4";"757.6";"775.0";"";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-17.7";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"27.0"
"08.02.2010 04:00";"-14.2";"758.0";"775.4";"";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-16.2";"";"";"";"";"";""
"08.02.2010 01:00";"-12.7";"758.3";"775.6";"";"70";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-17.0";"";"";"";"";"";""
"07.02.2010 22:00";"-11.2";"758.5";"775.6";"";"65";"Ветер, дующий с юго-юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"-6.0";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-16.5";"";"";"";"";"";""
"07.02.2010 19:00";"-9.1";"759.2";"776.2";"";"61";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.3";"";"";"";"";"";""
"07.02.2010 16:00";"-6.0";"759.8";"776.8";"";"54";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-13.9";"";"";"";"";"";""
"07.02.2010 13:00";"-10.3";"760.5";"777.7";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-15.6";"";"";"";"";"";""
"07.02.2010 10:00";"-16.9";"761.2";"778.9";"";"85";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"-18.7";"";"";"";"";"";"";"10.0";"-18.8";"";"";"";"";"";""
"07.02.2010 07:00";"-18.4";"762.2";"779.8";"";"85";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.3";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0"
"07.02.2010 04:00";"-18.6";"763.0";"780.8";"";"85";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.5";"";"";"";"";"";""
"07.02.2010 01:00";"-15.5";"763.5";"781.1";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.4";"";"";"";"";"";""
"06.02.2010 22:00";"-14.3";"764.3";"781.9";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-5.9";"";"";"";"";"";"10.0";"-17.8";"";"";"";"";"";""
"06.02.2010 19:00";"-10.9";"765.2";"782.6";"";"70";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.3";"";"";"";"";"";""
"06.02.2010 16:00";"-5.9";"766.0";"783.1";"";"64";"Ветер, дующий с юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-11.6";"";"";"";"";"";""
"06.02.2010 13:00";"-9.7";"767.0";"784.4";"";"72";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-13.8";"";"";"";"";"";""
"06.02.2010 10:00";"-19.7";"767.2";"785.3";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-19.4";"";"";"";"";"";"";"10.0";"-20.9";"";"";"";"";"";""
"06.02.2010 07:00";"-19.3";"767.7";"785.7";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.5";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0"
"06.02.2010 04:00";"-15.3";"767.9";"785.6";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.7";"";"";"";"";"";""
"06.02.2010 01:00";"-13.8";"768.1";"785.7";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.3";"";"";"";"";"";""
"05.02.2010 22:00";"-12.4";"768.4";"785.9";"";"70";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-6.9";"";"";"";"";"";"10.0";"-16.7";"";"";"";"";"";""
"05.02.2010 19:00";"-10.6";"768.6";"785.9";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-15.9";"";"";"";"";"";""
"05.02.2010 16:00";"-6.9";"769.1";"786.3";"";"56";"Ветер, дующий с юго-юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.2";"";"";"";"";"";""
"05.02.2010 13:00";"-10.8";"769.8";"787.9";"";"70";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-15.2";"";"";"";"";"";""
"05.02.2010 10:00";"-15.9";"769.4";"787.2";"";"80";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"-15.0";"";"";"";"";"";"";"10.0";"-18.6";"";"";"";"";"";""
"05.02.2010 07:00";"-14.9";"768.8";"786.5";"";"80";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.6";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0"
"05.02.2010 04:00";"-13.5";"768.0";"785.4";"";"";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"";"";"";"";"";"";""
"05.02.2010 01:00";"-12.5";"767.7";"785.2";"";"80";"Ветер, дующий с юго-востока";"3";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.2";"";"";"";"";"";""
"04.02.2010 22:00";"-11.5";"766.6";"784.0";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"40%.";" ";"";"";"";"-6.3";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.0";"";"";"";"";"";""
"04.02.2010 19:00";"-9.5";"765.5";"782.7";"";"69";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-14.1";"";"";"";"";"";""
"04.02.2010 16:00";"-6.3";"764.3";"781.4";"";"70";"Ветер, дующий с юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.8";"";"";"";"";"";""
"04.02.2010 13:00";"-9.3";"763.3";"780.4";"";"73";"Ветер, дующий с юго-востока";"4";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-13.3";"";"";"";"";"";""
"04.02.2010 10:00";"-12.0";"761.5";"778.8";"";"75";"Ветер, дующий с юго-востока";"5";"";"";"50%.";" ";"";"";"-11.0";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.5";"";"";"";"";"";""
"04.02.2010 07:00";"-9.9";"759.6";"776.8";"";"78";"Ветер, дующий с востоко-юго-востока";"5";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-13.0";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0"
"04.02.2010 04:00";"-6.5";"758.6";"775.4";"";"80";"Ветер, дующий с востоко-юго-востока";"5";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-9.4";"";"";"";"";"";""
"04.02.2010 01:00";"-4.7";"756.6";"773.3";"";"81";"Ветер, дующий с востоко-юго-востока";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-7.5";"";"";"";"";"";""
"03.02.2010 22:00";"-4.7";"755.3";"772.0";"";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-2.8";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-6.7";"0.4";"12";"";"";"";""
"03.02.2010 16:00";"-3.4";"753.5";"770.1";"";"87";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-5.3";"";"";"";"";"";""
"03.02.2010 13:00";"-3.4";"752.2";"768.8";"";"90";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-4.8";"";"";"";"";"";""
"03.02.2010 10:00";"-3.3";"750.4";"766.9";"";"90";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-2.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-4.7";"2.0";"12";"";"";"";""
"03.02.2010 07:00";"-2.8";"748.0";"764.3";"";"91";"Ветер, дующий с юго-юго-востока";"6";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-4.1";"2.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0"
"03.02.2010 04:00";"-2.4";"746.5";"762.8";"";"91";"Ветер, дующий с юго-юго-востока";"6";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-3.6";"";"";"";"";"";""
"02.02.2010 22:00";"-2.5";"745.2";"761.6";"";"89";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"-1.7";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-4.1";"2.0";"12";"";"";"";""
"02.02.2010 19:00";"-2.0";"745.0";"761.3";"";"89";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"2.0";"-3.5";"2.0";"12";"";"";"";""
"02.02.2010 16:00";"-2.1";"746.1";"762.4";"";"91";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"2.0";"-3.3";"";"";"";"";"";""
"02.02.2010 13:00";"-2.4";"746.2";"762.5";"";"82";"Ветер, дующий с юго-востока";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-5.0";"";"";"";"";"";""
"02.02.2010 10:00";"-2.8";"746.4";"762.8";"";"80";"Ветер, дующий с юго-востока";"6";"";"";"90  или более, но не 100%";" ";"";"";"-1.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-5.8";"";"";"";"";"";""
"02.02.2010 07:00";"-1.2";"746.0";"762.3";"";"81";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-4.1";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"27.0"
"02.02.2010 04:00";"-1.0";"745.5";"761.8";"";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-3.9";"";"";"";"";"";""
"02.02.2010 01:00";"-1.0";"744.9";"761.2";"";"81";"Ветер, дующий с юго-востока";"6";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-3.9";"";"";"";"";"";""
"01.02.2010 22:00";"-1.3";"745.0";"761.2";"";"82";"Ветер, дующий с юго-востока";"7";"";"";"100%.";" ";"";"";"";"-1.0";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-3.9";"0.4";"12";"";"";"";""
"01.02.2010 19:00";"-1.3";"745.4";"761.7";"";"82";"Ветер, дующий с юго-востока";"6";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-3.9";"0.4";"12";"";"";"";""
"01.02.2010 16:00";"-1.0";"745.7";"762.0";"";"81";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-3.9";"";"";"";"";"";""
"01.02.2010 13:00";"-2.9";"747.0";"763.4";"";"88";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"50%.";"200-300";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-4.6";"";"";"";"";"";""
"01.02.2010 10:00";"-5.6";"746.7";"763.2";"";"95";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Морось замерзающая слабая. ";"Снег и/или другие виды твердых осадков";"Морось.";"-12.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"-6.3";"3.0";"12";"";"";"";""
"01.02.2010 07:00";"-7.3";"747.1";"763.7";"";"90";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"2.0";"-8.6";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"27.0"
